content,content_stemmed_no_common_2,content_regex,content_regex_norm,text_clean,_tokens,tokens_clean,score,sentiment,reviewCreatedVersion,major_version,at,thumbsUpCount
mudah buat cek in dan cek miles,mudah cek cek miles,mudah cek cek miles,mudah cek cek miles,mudah cek cek miles,"['mudah', 'cek', 'cek', 'miles']","['mudah', 'cek', 'cek', 'miles']",5,positive,4.3.1,4,2019-07-22 05:14:43,0
nice,nice,nice,nice,nice,['nice'],['nice'],5,positive,4.3.1,4,2019-07-22 01:35:14,0
good,good,good,good,good,['good'],['good'],5,positive,4.3.1,4,2019-07-21 13:43:42,0
mantap,mantap,mantap,mantap,mantap,['mantap'],['mantap'],5,positive,4.3.1,4,2019-07-21 10:59:15,0
mantappp. tapi saat buka account kok error terus ya,mantappp buka account error,mantapp buka account error,mantap buka account error,mantap buka account error,"['mantap', 'buka', 'account', 'error']","['mantap', 'buka', 'account', 'error']",5,positive,4.3.1,4,2019-07-21 10:14:25,0
isi nomor tiket pesawat di claim missing miles diisi dengan nomor apa? karena harus minimal 13 digit yg di masukkan untuk nomor tiket pesawat..,isi nomor tiket pesawat claim missing miles isi nomor minimal 13 digit masuk nomor tiket pesawat,isi nomor tiket pesawat claim missing miles isi nomor minimal digit masuk nomor tiket pesawat,isi nomor tiket pesawat claim missing miles isi nomor minimal digit masuk nomor tiket pesawat,isi nomor tiket pesawat claim missing miles isi nomor minimal masuk nomor tiket pesawat,"['isi', 'nomor', 'tiket', 'pesawat', 'claim', 'missing', 'miles', 'isi', 'nomor', 'minimal', 'digit', 'masuk', 'nomor', 'tiket', 'pesawat']","['isi', 'nomor', 'tiket', 'pesawat', 'claim', 'missing', 'miles', 'isi', 'nomor', 'minimal', 'masuk', 'nomor', 'tiket', 'pesawat']",4,positive,4.3.1,4,2019-07-21 08:21:27,1
good,good,good,good,good,['good'],['good'],5,positive,4.3.1,4,2019-07-20 18:36:21,0
sangat bagus,bagus,bagus,bagus,bagus,['bagus'],['bagus'],5,positive,4.3.1,4,2019-07-20 14:53:42,0
mantul....,mantul,mantul,mantul,mantul,['mantul'],['mantul'],5,positive,4.3.1,4,2019-07-20 00:29:13,0
good,good,good,good,good,['good'],['good'],5,positive,,nan,2019-07-19 23:32:11,0
mantap garuda,mantap,mantap,mantap,mantap,['mantap'],['mantap'],4,positive,4.3.1,4,2019-07-19 15:39:57,0
aplikasinya tidak terupdate,terupdate,terupdate,terupdate,terupdate,['terupdate'],['terupdate'],1,negative,,nan,2019-07-19 12:51:02,0
ok deh,ok deh,ok deh,ok deh,ok deh,"['ok', 'deh']","['ok', 'deh']",5,positive,4.3.1,4,2019-07-18 11:52:38,0
ok,ok,ok,ok,ok,['ok'],['ok'],5,positive,4.3.1,4,2019-07-18 03:49:54,0
good...,good,good,good,good,['good'],['good'],5,positive,4.3.1,4,2019-07-18 02:30:03,0
puas,puas,puas,puas,puas,['puas'],['puas'],5,positive,4.3.0,4,2019-07-18 01:16:25,0
keren dan membantu,keren bantu,keren bantu,keren bantu,keren bantu,"['keren', 'bantu']","['keren', 'bantu']",5,positive,4.3.1,4,2019-07-18 00:55:19,0
bagus membantu,bagus bantu,bagus bantu,bagus bantu,bagus bantu,"['bagus', 'bantu']","['bagus', 'bantu']",5,positive,4.3.1,4,2019-07-17 21:48:59,0
to slow loading...non responsive apps,slow loadingnon responsive apps,slow loadingnon responsive apps,slow loadingnon responsive apps,apps,"['slow', 'loadingnon', 'responsive', 'apps']",['apps'],1,negative,4.3.1,4,2019-07-17 17:17:38,0
good,good,good,good,good,['good'],['good'],5,positive,4.3.1,4,2019-07-17 13:44:17,0
sip mantul,sip mantul,sip mantul,sip mantul,sip mantul,"['sip', 'mantul']","['sip', 'mantul']",5,positive,4.3.1,4,2019-07-17 11:40:50,0
sip mantap,sip mantap,sip mantap,sip mantap,sip mantap,"['sip', 'mantap']","['sip', 'mantap']",5,positive,4.3.1,4,2019-07-17 10:10:06,0
sangat senang terbang dengan garuda,senang terbang,senang terbang,senang terbang,senang terbang,"['senang', 'terbang']","['senang', 'terbang']",5,positive,4.3.1,4,2019-07-17 07:44:50,1
bagus,bagus,bagus,bagus,bagus,['bagus'],['bagus'],5,positive,4.3.1,4,2019-07-16 13:42:24,0
"terima kasih untuk pelayanannya. puas sekali. kalau angka 1 sampai 10, garuda di angka 9 👍 1 lagi buat pr untuk terus berinovasi. mantap.",terima kasih layan puas angka 1 10 angka 9 1 pr inovasi mantap,terima kasih layan puas angka angka pr inovasi mantap,terima kasih layan puas angka angka pr inovasi mantap,terima kasih layan puas angka angka inovasi mantap,"['terima', 'kasih', 'layan', 'puas', 'angka', 'angka', 'pr', 'inovasi', 'mantap']","['terima', 'kasih', 'layan', 'puas', 'angka', 'angka', 'inovasi', 'mantap']",5,positive,4.3.1,4,2019-07-16 12:09:53,0
"aplikasi ini seperti tidak terurus. perolehan miles hilang, tidak bisa check in walau sudah memasukkan kode booking yang benar. apakah garuda cukup serius membuat app ini?",urus oleh miles hilang check masuk kode booking serius,urus oleh miles hilang check masuk kode booking serius,urus oleh miles hilang check masuk kode booking serius,urus oleh miles hilang check masuk kode booking serius,"['urus', 'oleh', 'miles', 'hilang', 'check', 'masuk', 'kode', 'booking', 'serius']","['urus', 'oleh', 'miles', 'hilang', 'check', 'masuk', 'kode', 'booking', 'serius']",2,negative,4.3.1,4,2019-07-16 10:24:49,4
aplikasi gak jelas... saya mengalami 2 kali ketidakjelasan menggunakan aplikasi ini... menipu... ke dua kali ini saya pesan tiket jam 17.25 dr smrg menuju ambon malah di e tiket munculnya jam 06.00... gak jelas aplikasi penipu,alami 2 kali ketidakjelasan tipu kali pesan tiket jam 1725 semarang ambon e tiket muncul jam 0600 tipu,alami kali ketidakjelasan tipu kali pesan tiket jam semarang ambon e tiket muncul jam tipu,alami kali ketidakjelasan tipu kali pesan tiket jam semarang ambon e tiket muncul jam tipu,alami kali tipu kali pesan tiket jam semarang e tiket muncul jam tipu,"['alami', 'kali', 'ketidakjelasan', 'tipu', 'kali', 'pesan', 'tiket', 'jam', 'semarang', 'ambon', 'e', 'tiket', 'muncul', 'jam', 'tipu']","['alami', 'kali', 'tipu', 'kali', 'pesan', 'tiket', 'jam', 'semarang', 'e', 'tiket', 'muncul', 'jam', 'tipu']",1,negative,4.3.1,4,2019-07-16 09:11:52,3
cepat dan akurat,cepat akurat,cepat akurat,cepat akurat,cepat akurat,"['cepat', 'akurat']","['cepat', 'akurat']",5,positive,4.3.1,4,2019-07-16 07:32:57,0
mantap,mantap,mantap,mantap,mantap,['mantap'],['mantap'],5,positive,4.3.1,4,2019-07-16 06:41:54,0
sip,sip,sip,sip,sip,['sip'],['sip'],5,positive,4.3.1,4,2019-07-16 05:16:10,0
sangat membantu,bantu,bantu,bantu,bantu,['bantu'],['bantu'],5,positive,4.3.1,4,2019-07-16 05:10:13,0
bagus. sangat membantu.,bagus bantu,bagus bantu,bagus bantu,bagus bantu,"['bagus', 'bantu']","['bagus', 'bantu']",5,positive,4.3.1,4,2019-07-15 11:29:25,0
sangat friendly dan sangat mudah dalam pengoperasiannya. saya belum menemukan kendala selama ini.,friendly mudah operasi temu kendala,friendly mudah operasi temu kendala,friendly mudah operasi temu kendala,friendly mudah operasi temu kendala,"['friendly', 'mudah', 'operasi', 'temu', 'kendala']","['friendly', 'mudah', 'operasi', 'temu', 'kendala']",5,positive,4.3.1,4,2019-07-15 03:19:57,0
sangat memudahkan kita untuk check in serta banyak sekali informasi penerbangan,mudah check informasi terbang,mudah check informasi terbang,mudah check informasi terbang,mudah check informasi terbang,"['mudah', 'check', 'informasi', 'terbang']","['mudah', 'check', 'informasi', 'terbang']",5,positive,4.3.1,4,2019-07-13 12:15:32,0
ok,ok,ok,ok,ok,['ok'],['ok'],5,positive,,nan,2019-07-12 09:52:21,0
mantap,mantap,mantap,mantap,mantap,['mantap'],['mantap'],5,positive,,nan,2019-07-12 06:00:11,0
top,top,top,top,top,['top'],['top'],5,positive,4.3.1,4,2019-07-12 04:43:19,0
oke,oke,oke,oke,oke,['oke'],['oke'],5,positive,4.3.1,4,2019-07-11 23:46:05,0
bagus,bagus,bagus,bagus,bagus,['bagus'],['bagus'],5,positive,,nan,2019-07-11 13:53:51,0
it's good enough. but sometimes the server busy error was so annoying.,its good enough but sometimes the server busy error was sok annoying,its good enough but sometimes the server busy error was sok annoying,its good enough but sometimes the server busy error was sok annoying,its good but the server error was sok,"['its', 'good', 'enough', 'but', 'sometimes', 'the', 'server', 'busy', 'error', 'was', 'sok', 'annoying']","['its', 'good', 'but', 'the', 'server', 'error', 'was', 'sok']",4,positive,4.3.1,4,2019-07-11 11:54:59,0
good aplication,good aplication,good aplication,good aplication,good aplication,"['good', 'aplication']","['good', 'aplication']",5,positive,,nan,2019-07-11 11:03:50,0
apa apaan gak bs register 🤐 gak bisa log in. pasang lagsng unistal aja. bikin mumet,register log in pasang lagsng unistal aja bikin mumet,register log in pasang lagsng unistal aja bikin mumet,register log in pasang lagsng unistal aja bikin mumet,register log in pasang unistal aja bikin,"['register', 'log', 'in', 'pasang', 'lagsng', 'unistal', 'aja', 'bikin', 'mumet']","['register', 'log', 'in', 'pasang', 'unistal', 'aja', 'bikin']",1,negative,4.3.1,4,2019-07-11 08:20:21,1
ok,ok,ok,ok,ok,['ok'],['ok'],5,positive,4.3.1,4,2019-07-10 23:24:43,0
mudah diakses,mudah akses,mudah akses,mudah akses,mudah akses,"['mudah', 'akses']","['mudah', 'akses']",5,positive,4.3.1,4,2019-07-10 15:22:52,0
ok,ok,ok,ok,ok,['ok'],['ok'],5,positive,4.3.1,4,2019-07-10 11:41:24,0
mudah digunakan,mudah,mudah,mudah,mudah,['mudah'],['mudah'],5,positive,4.3.1,4,2019-07-10 10:17:10,0
mantap,mantap,mantap,mantap,mantap,['mantap'],['mantap'],4,positive,4.3.1,4,2019-07-10 09:32:24,0
"aplikasi yang sangat membantu, mempermudah perjalanan. luar biasa",bantu mudah jalan,bantu mudah jalan,bantu mudah jalan,bantu mudah jalan,"['bantu', 'mudah', 'jalan']","['bantu', 'mudah', 'jalan']",5,positive,4.3.1,4,2019-07-10 07:54:42,0
aplikasi ini sangat membantu dlm proses check in,bantu proses check,bantu proses check,bantu proses check,bantu proses check,"['bantu', 'proses', 'check']","['bantu', 'proses', 'check']",4,positive,4.3.1,4,2019-07-10 06:25:23,2
bad web. unuseable.,bad web unuseable,bad web unuseable,bad web unuseable,bad web,"['bad', 'web', 'unuseable']","['bad', 'web']",2,negative,4.3.1,4,2019-07-10 05:46:02,0
mantap,mantap,mantap,mantap,mantap,['mantap'],['mantap'],5,positive,4.3.1,4,2019-07-10 03:37:38,0
mohon diperbaiki sistemnya karena maunlogin saja eror trus,mohon baik sistem maunlogin eror,mohon baik sistem maunlogin eror,mohon baik sistem maunlogin eror,mohon baik sistem eror,"['mohon', 'baik', 'sistem', 'maunlogin', 'eror']","['mohon', 'baik', 'sistem', 'eror']",5,positive,4.3.1,4,2019-07-10 02:14:12,1
sangat membantu,bantu,bantu,bantu,bantu,['bantu'],['bantu'],5,positive,4.3.1,4,2019-07-10 01:56:05,0
nice & easy to check in.,nice easy check in,nice easy check in,nice easy check in,nice easy check in,"['nice', 'easy', 'check', 'in']","['nice', 'easy', 'check', 'in']",5,positive,4.3.1,4,2019-07-09 23:06:45,0
oke 👍,oke,oke,oke,oke,['oke'],['oke'],5,positive,4.3.1,4,2019-07-09 15:24:39,0
memudahkan sekali,mudah,mudah,mudah,mudah,['mudah'],['mudah'],5,positive,4.3.1,4,2019-07-09 14:10:54,0
sangat bagus dan terinspirasi,bagus inspirasi,bagus inspirasi,bagus inspirasi,bagus,"['bagus', 'inspirasi']",['bagus'],5,positive,4.3.1,4,2019-07-09 13:36:35,0
"app ini suka error,tolong diperbaiki.",suka errortolong baik,suka errortolong baik,suka errortolong baik,suka baik,"['suka', 'errortolong', 'baik']","['suka', 'baik']",3,neutral,4.3.1,4,2019-07-09 11:28:23,0
aplikasinya sering error 🙁,error,error,error,error,['error'],['error'],2,negative,4.3.1,4,2019-07-09 11:11:42,0
jangan pecah kendi... syirik,pecah kendi syirik,pecah kendi syirik,pecah kendi syirik,pecah,"['pecah', 'kendi', 'syirik']",['pecah'],5,positive,4.3.1,4,2019-07-09 04:13:22,0
server nya sering error. tolomg diperbaiki,server error tolomg baik,server error tolomg baik,server error tolomg baik,server error baik,"['server', 'error', 'tolomg', 'baik']","['server', 'error', 'baik']",2,negative,,nan,2019-07-09 04:09:28,0
percobaan,coba,coba,coba,coba,['coba'],['coba'],2,negative,,nan,2019-07-08 20:45:34,0
"aplikasi sering error, saya mau mencoba masuk ga bisa..trus sebelumnya koneksi tidak stabil..aplikasinya tidak menyenangkan..",error coba masuk bisatrus koneksi stabilaplikasinya senang,error coba masuk bisatrus koneksi stabilaplikasinya senang,error coba masuk bisatrus koneksi stabilaplikasinya senang,error coba masuk koneksi senang,"['error', 'coba', 'masuk', 'bisatrus', 'koneksi', 'stabilaplikasinya', 'senang']","['error', 'coba', 'masuk', 'koneksi', 'senang']",1,negative,4.3.1,4,2019-07-08 05:21:22,3
mantaaap...,mantaaap,mantaap,mantap,mantap,['mantap'],['mantap'],5,positive,4.3.1,4,2019-07-06 17:45:36,0
"bagus simple dan membantu,",bagus simple bantu,bagus simple bantu,bagus simple bantu,bagus simple bantu,"['bagus', 'simple', 'bantu']","['bagus', 'simple', 'bantu']",5,positive,4.3.1,4,2019-07-06 14:10:58,0
bagus,bagus,bagus,bagus,bagus,['bagus'],['bagus'],5,positive,4.3.1,4,2019-07-06 09:15:33,0
mempermudah banget! 👍,mudah banget,mudah banget,mudah banget,mudah banget,"['mudah', 'banget']","['mudah', 'banget']",5,positive,4.3.1,4,2019-07-06 06:19:32,0
knapa tidak bisa di pakai untuk check in online? what wrong??,knapa pakai check online what wrong,knapa pakai check online what wrong,knapa pakai check online what wrong,knapa pakai check online wrong,"['knapa', 'pakai', 'check', 'online', 'what', 'wrong']","['knapa', 'pakai', 'check', 'online', 'wrong']",2,negative,4.3.1,4,2019-07-06 04:51:43,1
bagus,bagus,bagus,bagus,bagus,['bagus'],['bagus'],5,positive,4.3.1,4,2019-07-06 03:41:09,0
mantap,mantap,mantap,mantap,mantap,['mantap'],['mantap'],5,positive,4.3.1,4,2019-07-06 02:27:51,0
sangat membantu... trus tingkatkan pelayanan terbaik,bantu tingkat layan baik,bantu tingkat layan baik,bantu tingkat layan baik,bantu tingkat layan baik,"['bantu', 'tingkat', 'layan', 'baik']","['bantu', 'tingkat', 'layan', 'baik']",5,positive,4.3.1,4,2019-07-06 00:56:08,1
good,good,good,good,good,['good'],['good'],5,positive,4.3.1,4,2019-07-05 13:03:51,0
"banyak bug saat registrasi akun batu, bintang 1 dulu, moga diperbaiki",bug registrasi akun batu bintang 1 moga baik,bug registrasi akun batu bintang moga baik,bug registrasi akun batu bintang moga baik,bug registrasi akun batu bintang moga baik,"['bug', 'registrasi', 'akun', 'batu', 'bintang', 'moga', 'baik']","['bug', 'registrasi', 'akun', 'batu', 'bintang', 'moga', 'baik']",1,negative,,nan,2019-07-05 04:30:48,0
seling lemotttt,seling lemotttt,seling lemott,seling lemot,lemot,"['seling', 'lemot']",['lemot'],2,negative,4.3.1,4,2019-07-04 05:10:25,1
bagus,bagus,bagus,bagus,bagus,['bagus'],['bagus'],5,positive,4.3.1,4,2019-07-04 00:24:10,0
terlalu panjang proses pemesan,proses mes,proses mes,proses mes,proses mes,"['proses', 'mes']","['proses', 'mes']",3,neutral,4.3.1,4,2019-07-03 23:12:28,0
excellent service,excellent service,excellent service,excellent service,excellent service,"['excellent', 'service']","['excellent', 'service']",5,positive,4.3.1,4,2019-07-03 14:07:17,0
ok,ok,ok,ok,ok,['ok'],['ok'],5,positive,,nan,2019-07-03 07:29:42,0
ok,ok,ok,ok,ok,['ok'],['ok'],5,positive,4.3.1,4,2019-07-02 17:37:28,0
good,good,good,good,good,['good'],['good'],5,positive,4.3.1,4,2019-07-02 14:35:54,0
"reward dari garuda untuk pelanggan setianya, enjoy flight",reward langgan setia enjoy flight,reward langgan setia enjoy flight,reward langgan setia enjoy flight,reward langgan setia enjoy flight,"['reward', 'langgan', 'setia', 'enjoy', 'flight']","['reward', 'langgan', 'setia', 'enjoy', 'flight']",5,positive,4.3.1,4,2019-07-02 05:22:52,0
"aplikasi nya tolong segera diperbaiki, sangat sulit untuk tukar miles nya, jika mau tukar miles selalu error, dan harus log out dan log in, saat log in lagi dengan password benar akun terkunci, dan minta reset password lagi, tolong dicontoh aja seperti singaporeairlines yg krisflyer nya gampang ditukar miles nya, negara lebih besar masa kalah pengelolaan nya dengan negara tetangga, kalau ga bisa seperti mereka setidak nya tinggal dicontek aja cara nya",tolong baik sulit tukar miles tukar miles error log out log in log password akun kunci reset password tolong contoh singaporeairlines krisflyer gampang tukar miles negara kalah kelola negara tetangga tidak tinggal contek,tolong baik sulit tukar miles tukar miles error log out log in log password akun kunci reset password tolong contoh singaporeairlines krisflyer gampang tukar miles negara kalah kelola negara tetangga tidak tinggal contek,tolong baik sulit tukar miles tukar miles error log out log in log password akun kunci reset password tolong contoh singaporeairlines krisflyer gampang tukar miles negara kalah kelola negara tetangga tidak tinggal contek,tolong baik sulit tukar miles tukar miles error log out log in log password akun kunci reset password tolong contoh krisflyer gampang tukar miles negara kalah kelola negara tetangga tidak tinggal,"['tolong', 'baik', 'sulit', 'tukar', 'miles', 'tukar', 'miles', 'error', 'log', 'out', 'log', 'in', 'log', 'password', 'akun', 'kunci', 'reset', 'password', 'tolong', 'contoh', 'singaporeairlines', 'krisflyer', 'gampang', 'tukar', 'miles', 'negara', 'kalah', 'kelola', 'negara', 'tetangga', 'tidak', 'tinggal', 'contek']","['tolong', 'baik', 'sulit', 'tukar', 'miles', 'tukar', 'miles', 'error', 'log', 'out', 'log', 'in', 'log', 'password', 'akun', 'kunci', 'reset', 'password', 'tolong', 'contoh', 'krisflyer', 'gampang', 'tukar', 'miles', 'negara', 'kalah', 'kelola', 'negara', 'tetangga', 'tidak', 'tinggal']",2,negative,4.3.1,4,2019-07-02 05:08:50,43
bagus,bagus,bagus,bagus,bagus,['bagus'],['bagus'],5,positive,,nan,2019-07-02 02:13:55,0
banyak bug,bug,bug,bug,bug,['bug'],['bug'],1,negative,,nan,2019-07-02 01:45:23,0
good,good,good,good,good,['good'],['good'],5,positive,4.3.1,4,2019-07-02 01:42:28,0
satu satunya maskapai indonesia terpercaya,satu maskapai indonesia percaya,satu maskapai indonesia percaya,satu maskapai indonesia percaya,satu maskapai indonesia percaya,"['satu', 'maskapai', 'indonesia', 'percaya']","['satu', 'maskapai', 'indonesia', 'percaya']",5,positive,4.3.1,4,2019-07-01 23:03:33,1
good,good,good,good,good,['good'],['good'],5,positive,4.3.1,4,2019-07-01 12:46:57,0
mantap & sangat membantu prjalanan,mantap bantu prjalanan,mantap bantu prjalanan,mantap bantu prjalanan,mantap bantu,"['mantap', 'bantu', 'prjalanan']","['mantap', 'bantu']",5,positive,4.3.1,4,2019-07-01 11:58:02,0
"bagus, bagus, bagus, bagus, bagus, bagus, dan bagus",bagus bagus bagus bagus bagus bagus bagus,bagus bagus bagus bagus bagus bagus bagus,bagus bagus bagus bagus bagus bagus bagus,bagus bagus bagus bagus bagus bagus bagus,"['bagus', 'bagus', 'bagus', 'bagus', 'bagus', 'bagus', 'bagus']","['bagus', 'bagus', 'bagus', 'bagus', 'bagus', 'bagus', 'bagus']",5,positive,4.3.1,4,2019-07-01 01:20:51,0
akan lebih baik jika ditingkatkan kembali,tingkat,tingkat,tingkat,tingkat,['tingkat'],['tingkat'],4,positive,4.3.1,4,2019-06-30 21:47:44,0
keren.... bagasi no problem...,keren bagasi no problem,keren bagasi no problem,keren bagasi no problem,keren bagasi no problem,"['keren', 'bagasi', 'no', 'problem']","['keren', 'bagasi', 'no', 'problem']",5,positive,4.3.1,4,2019-06-30 14:31:03,0
garuda terbaik,baik,baik,baik,baik,['baik'],['baik'],5,positive,,nan,2019-06-30 14:17:27,0
garuda jaya,jaya,jaya,jaya,jaya,['jaya'],['jaya'],5,positive,,nan,2019-06-30 06:05:50,0
"memudahkan reservasi penerbangan. diperlukan penambahan dan pembaharuan, antara lain : * notifikasi sudah dapat check in * notifikasi miles yang akan expired * notifikasi bila ada perubahan jam penerbangan * promo secara reguler * stabilitas sistem aplikasi",mudah reservasi terbang tambah baharu notifikasi check notifikasi miles expired notifikasi ubah jam terbang promo reguler stabilitas sistem,mudah reservasi terbang tambah baharu notifikasi check notifikasi miles expired notifikasi ubah jam terbang promo reguler stabilitas sistem,mudah reservasi terbang tambah baharu notifikasi check notifikasi miles expired notifikasi ubah jam terbang promo reguler stabilitas sistem,mudah reservasi terbang tambah baharu notifikasi check notifikasi miles expired notifikasi ubah jam terbang promo sistem,"['mudah', 'reservasi', 'terbang', 'tambah', 'baharu', 'notifikasi', 'check', 'notifikasi', 'miles', 'expired', 'notifikasi', 'ubah', 'jam', 'terbang', 'promo', 'reguler', 'stabilitas', 'sistem']","['mudah', 'reservasi', 'terbang', 'tambah', 'baharu', 'notifikasi', 'check', 'notifikasi', 'miles', 'expired', 'notifikasi', 'ubah', 'jam', 'terbang', 'promo', 'sistem']",5,positive,4.3.1,4,2019-06-30 03:10:40,4
easy to use,easy use,easy use,easy use,easy use,"['easy', 'use']","['easy', 'use']",5,positive,4.3.1,4,2019-06-29 15:06:45,0
claim missing milesnya error. tlg segera diperbaiki,claim missing milesnya error tolong baik,claim missing milesnya error tolong baik,claim missing milesnya error tolong baik,claim missing milesnya error tolong baik,"['claim', 'missing', 'milesnya', 'error', 'tolong', 'baik']","['claim', 'missing', 'milesnya', 'error', 'tolong', 'baik']",3,neutral,4.3.1,4,2019-06-29 03:54:52,0
sangt membatu terimakasih,batu terimakasih,batu terimakasih,batu terimakasih,batu terimakasih,"['batu', 'terimakasih']","['batu', 'terimakasih']",5,positive,1.0.2,1,2019-06-28 07:18:38,0
ok,ok,ok,ok,ok,['ok'],['ok'],5,positive,4.3.1,4,2019-06-27 13:59:40,0
memuaskan untuk check in,muas check,muas check,muas check,muas check,"['muas', 'check']","['muas', 'check']",5,positive,4.3.1,4,2019-06-27 10:59:15,0
good,good,good,good,good,['good'],['good'],5,positive,4.3.0,4,2019-06-27 08:36:39,0
ok mantap,ok mantap,ok mantap,ok mantap,ok mantap,"['ok', 'mantap']","['ok', 'mantap']",5,positive,4.3.1,4,2019-06-27 06:12:52,0
sudah membaik,baik,baik,baik,baik,['baik'],['baik'],5,positive,4.3.1,4,2019-06-27 02:31:01,0
good,good,good,good,good,['good'],['good'],5,positive,4.3.1,4,2019-06-27 01:29:03,0
"aplikasinya agak lama, kadang suka gagal login baik di aplikasi maupun webnya",kadang suka gagal login webnya,kadang suka gagal login webnya,kadang suka gagal login webnya,kadang suka gagal login webnya,"['kadang', 'suka', 'gagal', 'login', 'webnya']","['kadang', 'suka', 'gagal', 'login', 'webnya']",3,neutral,,nan,2019-06-26 12:00:07,0
terima kasih garuda group informasi sangat berguna bagi pengguna jasa penerbangan domestik,terima kasih group informasi guna guna jasa terbang domestik,terima kasih group informasi guna guna jasa terbang domestik,terima kasih group informasi guna guna jasa terbang domestik,terima kasih group informasi guna guna jasa terbang domestik,"['terima', 'kasih', 'group', 'informasi', 'guna', 'guna', 'jasa', 'terbang', 'domestik']","['terima', 'kasih', 'group', 'informasi', 'guna', 'guna', 'jasa', 'terbang', 'domestik']",5,positive,4.3.1,4,2019-06-26 09:16:53,0
very good,very good,very good,very good,very good,"['very', 'good']","['very', 'good']",5,positive,4.3.1,4,2019-06-26 08:05:06,0
mantul,mantul,mantul,mantul,mantul,['mantul'],['mantul'],5,positive,,nan,2019-06-26 05:38:00,0
sangat membantu,bantu,bantu,bantu,bantu,['bantu'],['bantu'],3,neutral,4.3.0,4,2019-06-25 17:52:18,0
bersih dan nyaman,bersih nyaman,bersih nyaman,bersih nyaman,bersih nyaman,"['bersih', 'nyaman']","['bersih', 'nyaman']",5,positive,4.3.1,4,2019-06-25 15:06:59,0
ok,ok,ok,ok,ok,['ok'],['ok'],5,positive,4.3.1,4,2019-06-25 07:32:46,0
mantab,mantab,mantab,mantab,mantab,['mantab'],['mantab'],5,positive,4.3.1,4,2019-06-25 06:08:18,0
good,good,good,good,good,['good'],['good'],4,positive,4.3.1,4,2019-06-24 22:17:12,0
goood,goood,good,good,good,['good'],['good'],5,positive,4.3.1,4,2019-06-24 15:30:13,0
mantappp,mantap,mantap,mantap,mantap,['mantap'],['mantap'],5,positive,4.3.1,4,2019-06-24 12:27:33,0
keren,keren,keren,keren,keren,['keren'],['keren'],5,positive,,nan,2019-06-24 08:26:57,0
mantap gan,mantap gan,mantap gan,mantap gan,mantap gan,"['mantap', 'gan']","['mantap', 'gan']",5,positive,4.3.1,4,2019-06-24 04:51:31,0
mantab,mantab,mantab,mantab,mantab,['mantab'],['mantab'],5,positive,4.3.1,4,2019-06-23 13:00:48,0
mau klaim missing miles error mulu..,klaim missing miles error mulu,klaim missing miles error mulu,klaim missing miles error mulu,klaim missing miles error mulu,"['klaim', 'missing', 'miles', 'error', 'mulu']","['klaim', 'missing', 'miles', 'error', 'mulu']",1,negative,4.3.1,4,2019-06-23 04:28:20,0
bagus,bagus,bagus,bagus,bagus,['bagus'],['bagus'],5,positive,,nan,2019-06-23 02:49:48,0
"brooo developer,,, tolong dong ini bug d beresi, pop-up error setiap buka tab selalu muncul,,,",brooo developer tolong bug beres popup error buka tab muncul,broo developer tolong bug beres popup error buka tab muncul,broo developer tolong bug beres popup error buka tab muncul,developer tolong bug beres popup error buka tab muncul,"['broo', 'developer', 'tolong', 'bug', 'beres', 'popup', 'error', 'buka', 'tab', 'muncul']","['developer', 'tolong', 'bug', 'beres', 'popup', 'error', 'buka', 'tab', 'muncul']",3,neutral,4.3.1,4,2019-06-23 01:01:25,1
riwayat pembelian tidak otomatis terecord dalam aplikasi,riwayat beli otomatis terecord,riwayat beli otomatis terecord,riwayat beli otomatis terecord,riwayat beli otomatis,"['riwayat', 'beli', 'otomatis', 'terecord']","['riwayat', 'beli', 'otomatis']",3,neutral,4.3.1,4,2019-06-22 09:25:07,0
ok check mileage...,ok check mileage,ok check mileage,ok check mileage,ok check mileage,"['ok', 'check', 'mileage']","['ok', 'check', 'mileage']",5,positive,4.3.1,4,2019-06-22 09:08:59,0
terus tingkatkan,tingkat,tingkat,tingkat,tingkat,['tingkat'],['tingkat'],5,positive,,nan,2019-06-22 04:38:01,0
pelayanan yg baik,layan,layan,layan,layan,['layan'],['layan'],5,positive,4.3.1,4,2019-06-22 03:08:16,0
untuk ditingkatkan,tingkat,tingkat,tingkat,tingkat,['tingkat'],['tingkat'],3,neutral,4.3.0,4,2019-06-22 02:43:05,0
sempurna,sempurna,sempurna,sempurna,sempurna,['sempurna'],['sempurna'],5,positive,4.3.1,4,2019-06-21 22:18:55,0
ok,ok,ok,ok,ok,['ok'],['ok'],5,positive,4.3.1,4,2019-06-21 13:28:50,0
"garuda is the best for me. i travel everywhere with it, cause their services are very excellent",is the best for me i travel everywhere with it cause their services are very excellent,is the best for me i travel everywhere with it cause their services are very excellent,is the best for me i travel everywhere with it cause their services are very excellent,is the best for me i travel with it services are very excellent,"['is', 'the', 'best', 'for', 'me', 'i', 'travel', 'everywhere', 'with', 'it', 'cause', 'their', 'services', 'are', 'very', 'excellent']","['is', 'the', 'best', 'for', 'me', 'i', 'travel', 'with', 'it', 'services', 'are', 'very', 'excellent']",5,positive,4.3.1,4,2019-06-21 09:21:43,0
interfacenya bagus,interfacenya bagus,interfacenya bagus,interfacenya bagus,bagus,"['interfacenya', 'bagus']",['bagus'],5,positive,4.3.1,4,2019-06-21 06:09:59,0
